ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5641021,M,Y,N,2,111638.00260358241,Secondary / secondary special,Civil marriage,House / apartment,-8395,-4015,0,1,0,Core staff,3
5815746,F,Y,N,0,179718.1474100138,Higher education,Widow,House / apartment,-21900,-8030,0,1,0,HR staff,1
5118842,F,Y,Y,0,85079.5362175373,Higher education,Widow,House / apartment,-18615,-7665,0,1,1,Accountants,2
5340024,F,N,Y,1,179285.63716715464,Secondary / secondary special,Civil marriage,House / apartment,-20440,-2555,0,0,0,Waiters/Barmen staff,3
5914888,F,N,N,0,123114.10898823122,Higher education,Married,House / apartment,-18615,-5110,1,0,0,Drivers,2
5773172,F,N,Y,1,174040.3462485081,Secondary / secondary special,Married,House / apartment,-12045,-10220,1,0,0,Realty agents,2
5201231,M,Y,N,1,238629.8335861453,Secondary / secondary special,Single / not married,House / apartment,-22995,-1825,0,0,0,Private service staff,2
5855307,F,Y,N,1,205358.01944410952,Secondary / secondary special,Widow,House / apartment,-13140,0,0,0,0,Cooking staff,2
5953331,M,N,Y,0,78075.12836475755,Secondary / secondary special,Civil marriage,House / apartment,-16060,-10585,0,0,0,Low-skill Laborers,2
5834661,M,N,N,0,102936.45176066583,Higher education,Divorced,House / apartment,-20805,-7665,0,0,0,,2
5552547,M,N,N,0,65605.77888388057,Secondary / secondary special,Single / not married,House / apartment,-19710,365243,0,0,0,IT staff,2
5302266,M,Y,Y,1,148130.33804307212,Secondary / secondary special,Widow,With parents,-12410,-8395,0,0,0,IT staff,3
5454552,M,Y,Y,2,88360.57655237705,Secondary / secondary special,Widow,House / apartment,-9855,-2920,0,0,0,Realty agents,4
5441909,M,N,Y,0,148666.5903450175,Incomplete higher,Married,House / apartment,-16060,-7300,0,0,0,Sales staff,2
5354858,M,Y,N,0,105694.6610071766,Secondary / secondary special,Divorced,House / apartment,-17885,-1460,1,0,0,,2
5516705,M,N,N,3,204621.50431430005,Higher education,Divorced,Rented apartment,-16425,-2190,0,1,0,Realty agents,5
5556874,M,Y,N,0,190160.90625529372,Secondary / secondary special,Married,With parents,-11680,-5840,0,1,0,Core staff,2
5688931,F,N,N,0,157074.91866134232,Secondary / secondary special,Civil marriage,House / apartment,-10220,-4745,1,1,0,Drivers,1
5318941,F,N,N,0,339668.22340503446,Higher education,Single / not married,House / apartment,-17520,-6205,0,0,0,Realty agents,1
5457101,M,N,N,0,164229.75279023848,Incomplete higher,Single / not married,House / apartment,-13140,-5840,0,0,0,Secretaries,2
5129818,M,Y,N,2,137545.65888708745,Higher education,Married,House / apartment,-16060,-7300,0,0,0,Drivers,4
5451079,F,Y,N,0,78259.54715188345,Secondary / secondary special,Married,House / apartment,-20440,-4015,0,1,0,Medicine staff,2
5159355,M,Y,N,0,116314.3213271706,Higher education,Civil marriage,With parents,-20075,-2920,0,1,1,,2
5920175,M,N,N,0,247886.39635597562,Secondary / secondary special,Divorced,House / apartment,-13140,-7665,0,0,0,Medicine staff,2
5654624,M,N,Y,0,115893.41706348634,Secondary / secondary special,Single / not married,House / apartment,-12045,365243,1,1,0,Core staff,2
5671925,F,Y,Y,2,402693.0240162933,Higher education,Civil marriage,House / apartment,-14600,-3285,0,0,0,Low-skill Laborers,4
5177137,M,N,Y,1,256536.58479143266,Higher education,Divorced,Rented apartment,-10950,-1460,0,0,0,Security staff,3
5610458,F,N,Y,0,135837.4291582318,Secondary / secondary special,Civil marriage,House / apartment,-18980,0,0,0,0,Managers,2
5894678,M,N,Y,0,143184.9114307715,Secondary / secondary special,Single / not married,House / apartment,-16790,-10220,0,0,0,,2
5929224,F,N,Y,0,254062.16204927448,Secondary / secondary special,Civil marriage,House / apartment,-14965,-4745,1,0,0,Accountants,2
5017646,F,Y,N,0,254457.61126784742,Secondary / secondary special,Widow,House / apartment,-21535,-7665,0,1,0,Core staff,1
5096997,F,N,N,0,137252.3219901304,Secondary / secondary special,Married,House / apartment,-10585,-6570,0,0,0,Security staff,2
5597585,F,N,N,0,256464.68503146828,Secondary / secondary special,Civil marriage,House / apartment,-9855,-1825,0,0,0,Medicine staff,2
5367836,F,N,N,0,173948.12308088894,Secondary / secondary special,Civil marriage,House / apartment,-12410,-8760,0,0,0,Private service staff,2
5896827,F,N,N,2,107228.46474803798,Secondary / secondary special,Married,House / apartment,-17885,-8395,0,0,0,Waiters/Barmen staff,4
5002362,F,Y,N,0,154871.9161426224,Higher education,Civil marriage,House / apartment,-14965,-2190,0,0,0,Accountants,2
5235879,M,Y,N,1,69991.01550401926,Higher education,Widow,House / apartment,-12410,-730,0,1,1,,2
5000916,F,Y,Y,0,167680.3079645002,Secondary / secondary special,Married,Rented apartment,-11315,-6205,0,1,0,Security staff,2
5887064,M,Y,N,2,205059.03452542576,Higher education,Single / not married,House / apartment,-12410,365243,1,0,0,High skill tech staff,4
5960536,M,N,Y,0,341917.6675405921,Higher education,Single / not married,House / apartment,-19710,-4015,0,0,0,Low-skill Laborers,2
5242022,F,N,N,0,277945.5653282861,Higher education,Civil marriage,House / apartment,-15695,-8395,0,0,1,Laborers,1
5000078,F,N,Y,0,194533.9051761824,Secondary / secondary special,Divorced,House / apartment,-9125,-5475,1,1,0,High skill tech staff,2
5964628,F,N,N,0,379504.47186079586,Secondary / secondary special,Married,House / apartment,-12410,-6570,0,0,0,IT staff,2
5739481,F,Y,N,1,117257.83809581722,Higher education,Single / not married,House / apartment,-21535,-1460,1,1,0,Low-skill Laborers,3
5828825,F,N,N,0,106069.84198112019,Secondary / secondary special,Married,Municipal apartment,-9490,365243,1,0,0,Cooking staff,2
5487124,F,Y,N,0,161178.80497705302,Secondary / secondary special,Widow,House / apartment,-21535,365243,1,0,0,Waiters/Barmen staff,2
5351344,F,N,N,1,203862.39037484903,Higher education,Divorced,House / apartment,-18980,-8760,1,0,0,,3
5328600,F,N,Y,1,69726.15509614997,Higher education,Single / not married,House / apartment,-14235,365243,0,0,0,Medicine staff,3
5803976,M,Y,N,2,124574.68137215085,Incomplete higher,Widow,House / apartment,-10950,365243,0,1,0,IT staff,3
5934288,F,Y,Y,0,369737.9098045194,Secondary / secondary special,Widow,House / apartment,-12410,-10585,1,1,0,HR staff,2
5468410,M,Y,Y,1,134827.90045781966,Secondary / secondary special,Widow,House / apartment,-7665,-730,0,0,1,High skill tech staff,3
5504626,M,Y,Y,0,78661.84653096076,Incomplete higher,Divorced,With parents,-10585,-9125,0,0,0,IT staff,1
5878973,M,Y,Y,0,159816.94250182595,Higher education,Widow,House / apartment,-15330,-5110,0,1,0,Waiters/Barmen staff,2
5620298,F,Y,Y,0,213743.0863027287,Secondary / secondary special,Civil marriage,House / apartment,-13870,365243,0,1,0,Security staff,1
5572616,F,Y,Y,0,326337.6845342624,Higher education,Divorced,House / apartment,-19710,365243,0,0,0,Security staff,1
5004729,M,Y,Y,0,238246.33739816648,Secondary / secondary special,Divorced,House / apartment,-16060,-6205,0,0,0,Waiters/Barmen staff,2
5684250,M,Y,Y,0,69611.22758791712,Higher education,Single / not married,House / apartment,-19710,-8395,0,1,0,Secretaries,2
5018373,M,N,N,0,166948.61580374115,Secondary / secondary special,Divorced,House / apartment,-23360,-6570,0,0,1,Secretaries,2
5284414,F,N,Y,0,99454.54917393741,Secondary / secondary special,Civil marriage,House / apartment,-13870,365243,0,0,0,Waiters/Barmen staff,2
5510305,M,Y,N,0,280755.671359109,Secondary / secondary special,Widow,Co-op apartment,-20805,-2920,1,0,0,Sales staff,1
5428730,M,Y,Y,0,198058.39825270933,Secondary / secondary special,Married,House / apartment,-7665,-2555,0,0,0,Low-skill Laborers,2
5750650,F,N,Y,0,276009.6157302149,Higher education,Widow,House / apartment,-8760,-1825,1,0,0,Core staff,2
5147156,F,N,Y,2,169354.98076899044,Secondary / secondary special,Single / not married,House / apartment,-20805,-9125,0,0,0,IT staff,4
5625674,M,Y,N,2,107313.81002992392,Secondary / secondary special,Divorced,House / apartment,-23360,-1825,1,0,0,Medicine staff,4
5549274,M,Y,N,0,424929.03293151146,Secondary / secondary special,Widow,House / apartment,-8030,-730,0,0,0,Laborers,2
5541130,M,Y,N,1,158832.7477641563,Secondary / secondary special,Single / not married,House / apartment,-7665,-8030,0,0,0,Drivers,3
5811161,F,N,Y,0,327401.6507018879,Secondary / secondary special,Widow,With parents,-11315,-1460,0,0,0,Waiters/Barmen staff,2
5427873,M,N,N,1,119663.47191897452,Secondary / secondary special,Married,House / apartment,-10220,-6205,1,0,0,Cleaning staff,3
5508393,F,Y,Y,0,167375.65384264744,Secondary / secondary special,Civil marriage,House / apartment,-10950,0,0,0,0,Waiters/Barmen staff,2
5413323,F,Y,Y,0,122965.84394318995,Secondary / secondary special,Single / not married,House / apartment,-16060,-4015,1,0,0,Waiters/Barmen staff,2
5212178,F,N,N,1,98359.76586265504,Higher education,Widow,House / apartment,-17520,-10585,0,0,0,Cleaning staff,2
5467406,M,N,N,0,195751.86344926967,Secondary / secondary special,Married,House / apartment,-9855,-4745,0,1,0,Cleaning staff,2
5859498,F,Y,Y,2,226036.8523874648,Secondary / secondary special,Divorced,House / apartment,-7665,365243,1,0,1,Cooking staff,4
5219804,F,N,Y,0,127297.37773417674,Secondary / secondary special,Single / not married,With parents,-17885,-730,0,0,0,Security staff,2
5245874,F,Y,Y,0,185464.84880859847,Secondary / secondary special,Married,House / apartment,-11680,-5840,0,1,0,IT staff,2
5087946,F,N,Y,0,273790.42763284064,Secondary / secondary special,Divorced,House / apartment,-20075,-8760,1,0,0,Private service staff,2
5017237,F,Y,N,0,149218.26162447906,Secondary / secondary special,Divorced,House / apartment,-22265,-9855,0,0,0,Medicine staff,1
5413234,M,N,Y,0,133258.10655092745,Secondary / secondary special,Single / not married,House / apartment,-7665,-9125,0,1,0,,2
5964801,M,Y,N,1,275256.25713203556,Secondary / secondary special,Single / not married,House / apartment,-23360,-8030,0,0,0,Secretaries,3
5231025,M,N,N,0,98735.87496799724,Higher education,Widow,House / apartment,-22265,-5110,1,0,0,IT staff,1
5043530,F,Y,Y,0,166264.77765833106,Secondary / secondary special,Married,House / apartment,-21900,-1460,0,1,0,Cooking staff,1
5135120,F,N,Y,0,102988.82327401974,Higher education,Single / not married,House / apartment,-14600,365243,0,0,0,Security staff,2
5386099,F,Y,N,0,91701.34919525916,Higher education,Single / not married,House / apartment,-18980,-10585,0,0,0,Sales staff,2
5328849,F,N,Y,0,229334.46896074913,Higher education,Single / not married,House / apartment,-13870,-6205,0,0,0,Cooking staff,1
5093742,M,Y,N,0,88417.9338058959,Higher education,Married,House / apartment,-18250,-7300,0,1,0,Laborers,2
5235820,F,N,Y,0,80276.67766694445,Higher education,Divorced,House / apartment,-10950,-9490,1,0,0,Medicine staff,2
5169479,F,Y,Y,1,111765.80196183444,Lower secondary,Civil marriage,House / apartment,-19345,-730,1,0,0,Medicine staff,3
5450822,F,Y,Y,2,123408.94918619403,Higher education,Married,House / apartment,-10585,-365,1,0,0,Drivers,4
5407985,M,Y,Y,1,117394.75675358486,Secondary / secondary special,Single / not married,House / apartment,-10220,-5475,0,0,1,Laborers,3
5678239,M,N,Y,0,145339.075178564,Secondary / secondary special,Divorced,With parents,-18615,-1825,1,1,1,Medicine staff,2
5737327,M,N,Y,0,137760.41115067393,Higher education,Divorced,House / apartment,-21900,-1095,0,0,0,Private service staff,2
5735917,M,Y,N,1,214854.6345836291,Secondary / secondary special,Civil marriage,House / apartment,-8395,-8760,1,1,0,HR staff,3
5345838,M,Y,Y,0,246163.66356076588,Higher education,Divorced,House / apartment,-16060,-2555,1,0,0,Medicine staff,2
5940616,M,N,Y,0,259894.383702952,Secondary / secondary special,Married,House / apartment,-12410,-2920,1,0,0,Medicine staff,2
5463910,F,N,Y,0,147980.69456750396,Lower secondary,Divorced,House / apartment,-9490,-2920,1,1,0,Secretaries,1
5937173,F,N,Y,0,146159.57801048036,Secondary / secondary special,Married,House / apartment,-14600,365243,0,0,1,Accountants,2
5784149,F,N,N,0,149943.4381406326,Secondary / secondary special,Civil marriage,House / apartment,-19345,0,1,0,0,Managers,2
5016487,F,N,N,0,114446.91185945517,Incomplete higher,Single / not married,House / apartment,-15330,-3650,1,1,0,Private service staff,2
5001172,F,N,Y,0,134483.44835895958,Secondary / secondary special,Divorced,House / apartment,-14965,-2190,0,1,0,IT staff,2
5113341,M,N,Y,0,122128.51790855775,Secondary / secondary special,Widow,House / apartment,-12775,-4015,0,0,0,HR staff,2
5118209,F,N,Y,0,178357.7586239155,Incomplete higher,Widow,House / apartment,-7665,0,0,0,0,Accountants,2
5029782,M,Y,N,0,193791.76120538707,Secondary / secondary special,Civil marriage,House / apartment,-9490,-3285,0,1,1,HR staff,2
5841872,F,Y,Y,0,150610.7898720405,Secondary / secondary special,Single / not married,House / apartment,-14235,365243,0,0,0,Security staff,1
5150874,F,N,N,0,116715.972403638,Incomplete higher,Civil marriage,House / apartment,-13140,-9855,0,1,0,Managers,1
5531515,M,Y,Y,0,232941.28399734545,Higher education,Divorced,House / apartment,-21170,-6935,1,0,0,Security staff,2
5302243,F,Y,Y,0,235696.19234051634,Higher education,Divorced,House / apartment,-15695,-10220,0,1,0,High skill tech staff,2
5849695,F,N,Y,0,54899.860704177714,Higher education,Widow,House / apartment,-18250,365243,0,0,1,Drivers,1
5321776,M,Y,Y,0,345017.7060773329,Secondary / secondary special,Divorced,House / apartment,-14965,-2555,0,0,0,Cleaning staff,2
5049982,F,N,N,0,175831.60110160007,Incomplete higher,Divorced,House / apartment,-23360,-2920,0,0,0,HR staff,1
5758444,M,Y,Y,1,208788.0862631281,Higher education,Widow,House / apartment,-20075,-4015,1,0,0,Managers,3
5154449,M,Y,Y,0,122877.77471593427,Secondary / secondary special,Married,House / apartment,-11680,-7300,0,0,0,Realty agents,1
5914398,F,N,Y,0,183601.0036201966,Higher education,Divorced,House / apartment,-8760,-365,1,0,0,Managers,2
5189053,M,N,Y,0,287963.6575158866,Secondary / secondary special,Single / not married,House / apartment,-21900,-2555,0,0,0,Low-skill Laborers,2
5047977,F,N,Y,1,223012.60485895752,Secondary / secondary special,Widow,House / apartment,-19345,-6570,0,0,0,Waiters/Barmen staff,3
5600785,M,Y,Y,0,94866.23530800323,Secondary / secondary special,Civil marriage,House / apartment,-20440,-7300,0,1,0,Drivers,2
5067400,F,N,Y,2,118247.9391231909,Higher education,Civil marriage,Office apartment,-19710,-1460,0,1,0,Private service staff,4
